"id";"case_id";"queue";"template_name";"operators";"queue_trace"
"8696";"2000476494";"Verify";"Armstrong International Pvt. Ltd.";NULL;"Verify"
"8697";"2000476495";"Template Exceptions";NULL;NULL;"Template Exceptions"
"8698";"2000476496";"Verify";"Vasco Scientifics Pvt Ltd";NULL;"Verify"
"8699";"2000476497";"Verify";"Armstrong International Pvt. Ltd.";NULL;"Verify"
"8700";"2000476498";"Verify";"Vasco Scientifics Pvt Ltd";NULL;"Verify"
"8701";"2000476499";"Verify";"Sri Venkatesa Packaging Industry";NULL;"Verify"
"8702";"2000476500";"Verify";"Sri Venkatesa Packaging Industry";NULL;"Verify"
"8703";"2000476501";"Verify";"Honeywell Automation India Limited";NULL;"Verify"
"8704";"2000476502";"Verify";"Pragati Pack (India) Pvt Ltd";NULL;"Verify"
"8705";"2000476503";"Verify";"Armstrong International Pvt. Ltd.";NULL;"Verify"
"8706";"2000476505";"Template Exceptions";NULL;NULL;"Template Exceptions"
"8707";"2000476506";"Verify";"Pragati Pack (India) Pvt Ltd";NULL;"Verify"
"8708";"2000476507";"Verify";"Temple Packaging Pvt Ltd";NULL;"Verify"
"8709";"2000476508";"Template Exceptions";NULL;NULL;"Template Exceptions"
"8710";"2000476509";"Verify";"Bholeshwar Engineers";NULL;"Verify"
"8711";"2000476510";"Template Exceptions";NULL;NULL;"Template Exceptions"
"8712";"2000476511";"Verify";"Satya Lakshmi Engineering.";NULL;"Verify"
"8713";"2000476512";"Verify";"Saksham Innovations Pvt Ltd";NULL;"Verify"
"8714";"2000476513";"Verify";"Satya Lakshmi Engineering.";NULL;"Verify"
"8715";"2000476514";"Verify";"Satya Lakshmi Engineering.";NULL;"Verify"
"8716";"2000476515";"Verify";"Hetero Drugs Limited";NULL;"Verify"
"8717";"2000476516";"Verify";"Satya Lakshmi Engineering.";NULL;"Verify"
"8718";"2000476517";"Verify";"Medilux Laboratories Pvt Ltd";NULL;"Verify"
"8719";"2000476518";"Verify";"Satya Lakshmi Engineering.";NULL;"Verify"
"8720";"2000476519";"Template Exceptions";NULL;NULL;"Template Exceptions"
"8721";"2000476520";"Verify";"Satya Lakshmi Engineering.";NULL;"Verify"
"8722";"2000476521";"Template Exceptions";NULL;NULL;"Template Exceptions"
"8723";"2000476522";"Verify";"Exemed Pharmaceuticals";NULL;"Verify"
"8724";"2000476523";"Verify";"Exemed Pharmaceuticals";NULL;"Verify"
"8725";"2000476524";"Verify";"Exemed Pharmaceuticals";NULL;"Verify"
"8726";"2000476525";"Template Exceptions";NULL;NULL;"Template Exceptions"
"8727";"2000476526";"Verify";"Exemed Pharmaceuticals";NULL;"Verify"
"8728";"2000476527";"Verify";"Satya Lakshmi Engineering.";NULL;"Verify"
"8729";"2000476528";"Verify";"Venchars Media Communication";NULL;"Verify"
"8730";"3000001349";"Template Exceptions";NULL;NULL;"Template Exceptions"
